STATE/UT,DISTRICT,TEHSIL,VILLAGE,SITE,WELL DEPTH,AQUIFER,pH,electrical conductivity,TDS (mg/l),Total Hardness (mg/l),Calcium (mg/l),Magnesium (mg/l),Sodium (mg/l),Potassium (mg/l),Carbonate (mg/l),Bicarbonate (mg/l),Sulphate (mg/l),Chloride (mg/l),Fluoride (mg/l),Nitrate (mg/l),Sodium (mg/l),LATITUDE,LONGITUDE,WELL TYPE,Jan-23,May-22,Aug-22,Nov-22
Uttar Pradesh,Unnao,Sikandarpur Karan,Raniganj,Raniganj-New,12.5245,Basalt,7.255397261,2.369229997,0.540828749,0.340600337,105.5923819,38.0687076,522.0340765,32.70641162,14.14642784,135.269597,5.023830896,415.2535082,0.732432295,7.015798063,254.2351447,26.4,80.59,Dug Well,13.76,14.31,13.28,13.56
Uttar Pradesh,Unnao,Sumerpur,Malauna,Malauna,12.5245,Basalt,7.255397261,2.634627273,0.404142872,0.333275472,105.5923819,32.44560326,522.0340765,19.43364373,13.01608351,155.3230208,24.39285668,353.9445835,0.964957989,2.983546162,246.1561194,26.356,80.821,Dug Well,1.6,1.93,0.63,0.94
Uttar Pradesh,Unnao,Sumerpur,Sumerpur,Sumerpur,12.5245,Basalt,7.255397261,2.904224102,0.339940471,0.153348238,105.5923819,35.63947781,522.0340765,28.25874644,45.84922976,106.4100142,5.07713114,209.4650937,0.830176002,6.64506127,191.1263131,26.275,80.808,Dug Well,10.22,12.19,11.63,10.65
Uttar Pradesh,Unnao,Sumerpur,Unchagaon,Unchagaon1,12.5245,Basalt,7.255397261,2.568043942,0.336494744,0.191129651,105.5923819,36.56366581,522.0340765,23.98401045,54.34645438,133.2824368,9.69521938,453.4235083,0.85329245,6.781792758,204.0919662,26.179,80.704,Dug Well,4.45,5.98,4.85,3.93
Uttar Pradesh,Varanasi,Araziline,Jikhan_Narsara,Jikhan(Narsara),12.5245,Basalt,7.255397261,4.051884377,0.447391606,0.432017679,105.5923819,28.17532849,522.0340765,32.81472516,45.5240297,102.7445246,18.12087674,266.3428506,0.911637703,4.379468556,237.446506,25.193,82.842,Dug Well,10.03,10.87,8.44,9.45
Uttar Pradesh,Varanasi,Baragaon,Anai,Anai,12.5245,Basalt,7.255397261,3.051615809,0.631360704,0.180258007,105.5923819,44.68979901,522.0340765,26.50249114,20.07411356,146.4726492,17.22651851,213.236729,0.998865043,4.689558819,252.2710026,25.458,82.736,Dug Well,1.59,3.08,0.97,1.4
Uttar Pradesh,Varanasi,Chiraigaon,Rustampur,Rustampur,12.5245,Basalt,7.255397261,2.384650439,0.436486847,0.161322326,105.5923819,27.47040654,522.0340765,21.50712736,33.93816413,58.24878978,18.15295252,436.0139452,0.944151421,5.109622922,207.6568248,25.395,83.075,Dug Well,5.25,4.88,4.24,4.45
Uttar Pradesh,Varanasi,Cholapur,Chobepur,Chobepur,12.5245,Basalt,7.255397261,3.50575458,0.483431303,0.177819418,105.5923819,36.22850988,522.0340765,34.79422743,27.41393151,98.28848217,6.661692619,292.3468667,1.017127132,6.155633667,260.8214284,25.45,83.087,Dug Well,6.67,6.56,5.4,6.08
Uttar Pradesh,Varanasi,Cholapur,Cholapur,Cholapur1,12.5245,Basalt,7.255397261,2.698857941,0.418450036,0.257324973,105.5923819,37.40184368,522.0340765,21.46321549,26.38001669,69.00327567,18.91337386,170.4524532,0.969725274,2.611516568,214.9427861,25.469,83.009,Dug Well,11.17,11.4,12.45,11.1
Uttar Pradesh,Varanasi,Pindra,Phulpur,Phulpur1,12.5245,Basalt,7.255397261,2.067049736,0.440985182,0.099663913,105.5923819,33.41080371,522.0340765,29.49205774,23.95012945,63.91271414,9.298132,308.0701759,0.871959021,5.323105385,256.3371617,25.52,82.82,Dug Well,7.53,7.76,7.63,6.13
Uttarakhand,Dehradun,Sahaspur,Baronwala,Baronwala,12.5245,Basalt,7.255397261,1.697973988,0.575174008,0.270360104,105.5923819,35.91260186,522.0340765,22.25849135,57.2316026,95.33599991,25.21385713,271.2126439,0.740454036,8.04647001,196.6115039,30.3006,77.9533,Tube Well,17.58,18.26,9.85,17.26
Uttarakhand,Dehradun,Sahaspur,Chhorba,Chhorba,12.5245,Basalt,7.255397261,4.117832211,0.536102331,0.270314916,105.5923819,34.04927811,522.0340765,20.58846701,55.60550566,41.75102955,25.06815702,423.0656577,0.907588061,8.144164754,242.1156758,30.4206,77.8267,Tube Well,29.4,15.99,3.45,29.55
Uttarakhand,Dehradun,Sahaspur,Jhajra,Jhajra,12.5245,Basalt,7.255397261,1.874387883,0.317761096,0.282053388,105.5923819,30.00713643,522.0340765,24.47947473,29.10440132,52.87363429,23.19518247,157.4571245,0.784430428,7.343909959,256.2373384,30.4386,77.7478,Tube Well,9.63,13.61,5.24,5.48
Uttarakhand,Dehradun,Sahaspur,Nanda Ki Chowki,Nanda ki Chowki,12.5245,Basalt,7.255397261,2.89827885,0.483210343,0.334657817,105.5923819,27.07118397,522.0340765,27.12569131,57.28982432,165.0521764,15.6614377,430.7658319,0.973745355,9.2557847,227.5074161,30.3467,77.9467,Dug Well,9.44,13.8,8.1,8.16
Uttarakhand,Dehradun,Sahaspur,Ramgarh,Ramgarh,12.5245,Basalt,7.255397261,1.704129931,0.340251189,0.147280099,105.5923819,31.37871838,522.0340765,20.44350048,47.82523952,39.79377204,16.18956064,239.966634,0.962391304,4.009602628,210.8520242,30.3314,77.8819,Dug Well,6.39,9.05,6.05,6.15
Uttarakhand,Dehradun,Sahaspur,Rampura,Rampura,12.5245,Basalt,7.255397261,3.155157413,0.470380402,0.308594375,105.5923819,32.79684212,522.0340765,24.63006691,34.57350064,159.7853596,10.65760097,417.543185,0.744798464,6.637422795,249.1108967,30.3697,77.8442,Dug Well,11.93,11.85,7.85,9.6
Uttarakhand,Dehradun,Sahaspur,Redapur,Redapur,12.5245,Basalt,7.255397261,2.675970884,0.650628553,0.258587232,105.5923819,24.47125021,522.0340765,34.14032002,55.77057266,71.77356243,17.86116484,347.346167,0.936895115,5.627973823,201.2867914,30.4058,77.8633,Dug Well,3.56,5.07,6.5,3.44
Uttarakhand,Dehradun,Sahaspur,Sahaspur,Sahaspur,12.5245,Basalt,7.255397261,2.866208089,0.467311178,0.173695397,105.5923819,37.95366407,522.0340765,25.91515657,56.81200362,163.8323092,19.20875503,256.4731446,0.940324518,4.375925526,238.7126138,30.3867,77.8125,Tube Well,3.27,6.64,4.65,3.12
Uttarakhand,Dehradun,Sahaspur,Shankarpur,Shankarpur,12.5245,Basalt,7.255397261,2.849548057,0.411571192,0.290873989,105.5923819,35.10586689,522.0340765,22.79935654,23.89250806,138.8092738,16.3585961,264.2132282,0.917506887,4.777325776,209.8992155,30.3903,77.8281,Dug Well,20.84,24.54,16.61,19.1
Uttarakhand,Dehradun,Sahaspur,Singhniwala,Singhniwala,12.5245,Basalt,7.255397261,1.70296063,0.262116608,0.330985276,105.5923819,32.32822703,522.0340765,29.99824399,55.42874222,164.8604018,7.924752295,201.5744966,0.890608147,8.660283496,225.2032005,30.3306,77.8622,Dug Well,9.18,9.65,7.14,8.84
Uttarakhand,Dehradun,Sahaspur,Telpura,Telpura,12.5245,Basalt,7.255397261,2.946376296,0.556566052,0.216717313,105.5923819,34.01358848,522.0340765,18.48034325,50.22091286,81.35713518,20.8520766,305.9119543,0.995029533,4.983494116,256.7005267,30.3122,77.9794,Tube Well,34.25,37.25,38.52,35.62
Uttarakhand,Haridwar,Bahadrabad,Bahadrabad,Bahadrabad,12.5245,Basalt,7.255397261,3.696057103,0.513205038,0.178244375,105.5923819,27.14738736,522.0340765,20.33388655,29.05983725,113.0381143,19.59981469,284.5551563,0.712109605,9.118873523,201.7722211,29.9175,78.0439,Tube Well,12.93,14.3,13.44,12.57
Uttarakhand,Haridwar,Bahadrabad,Bandarjud,Bandarjud,12.5245,Basalt,7.255397261,1.90399328,0.304716192,0.462364347,105.5923819,37.13938766,522.0340765,18.78524993,37.43185182,152.4255008,19.20930702,382.6612104,0.914063405,8.404543987,246.1464957,30.0531,77.9386,Dug Well,13.32,10.77,13.18,11.22
Uttarakhand,Haridwar,Bahadrabad,Dalupuri,Dalupuri,12.5245,Basalt,7.255397261,2.398880412,0.451495901,0.156454026,105.5923819,34.73728245,522.0340765,26.20654526,26.81187158,105.2342652,10.03310975,219.2885021,0.7452774,6.63343148,191.1459112,29.76,78.1058,Dug Well,25.62,27.35,27.76,25.81
Uttarakhand,Haridwar,Bahadrabad,Dhanpura,Dhanpura,12.5245,Basalt,7.255397261,4.243110272,0.54872198,0.296663666,105.5923819,34.87199601,522.0340765,21.09711803,53.54249018,158.6129865,12.57706684,368.0333741,0.702013591,5.384242635,246.2526268,29.845,78.1144,Tube Well,7.59,7.94,6.9,6.8
Uttarakhand,Haridwar,Bahadrabad,Jassodharpur* New,Jassodharpur* New,12.5245,Basalt,7.255397261,1.482013987,0.451232595,0.1104301,105.5923819,34.04621163,522.0340765,28.96784776,42.81880356,56.57631301,11.64209016,408.4706116,0.998300803,4.616829677,211.57693,29.7748,78.1139,Tube Well,4.25,3.83,4.73,3.87
Uttarakhand,Haridwar,Bahadrabad,Laldhang,Laldhang,12.5245,Basalt,7.255397261,2.56098658,0.514583845,0.352652266,105.5923819,31.96267386,522.0340765,20.20554621,37.76714457,121.8213941,6.010792473,439.0413038,0.898388211,1.125691309,219.1765882,29.8503,78.3144,Tube Well,58.5,59.93,61.87,52.18
Uttarakhand,Haridwar,Bahadrabad,Panjaheri,Panjaheri,12.5245,Basalt,7.255397261,1.79599651,0.497131487,0.392203291,105.5923819,30.55313056,522.0340765,29.83453032,43.21564866,66.7978834,14.89988645,236.6605979,0.959918882,6.201411178,210.7550238,29.887,78.1349,Tube Well,8.31,7.55,6.32,6.71
Uttarakhand,Haridwar,Bahadrabad,Rathora,Rathora,12.5245,Basalt,7.255397261,3.364645296,0.329263199,0.278199037,105.5923819,30.14328128,522.0340765,21.11009602,41.74312117,73.91117572,17.37782557,189.3369588,0.881529716,5.179194548,246.5678083,30.0097,77.9378,Dug Well,3.83,4.29,3.78,3.29
Uttarakhand,Haridwar,Bahadrabad,Sarai,Sarai,12.5245,Basalt,7.255397261,2.576579967,0.394177981,0.18123876,105.5923819,34.88140371,522.0340765,22.74833354,26.86722562,126.3334402,11.44970231,363.8930632,0.901905233,7.672544507,206.090487,29.9078,78.0981,Dug Well,14.17,14.43,13.69,12.82
Uttarakhand,Haridwar,Bahadrabad,Shahpur Shitlakhera,Shahpur Shitlakhera,12.5245,Basalt,7.255397261,4.053060223,0.507464038,0.317460315,105.5923819,36.01111259,522.0340765,30.87334098,26.84505525,71.59388477,22.45933898,360.2608464,0.981888671,7.724153217,204.583962,29.8072,78.1389,Tube Well,3.93,5.29,4.88,3.54
Uttarakhand,Haridwar,Bahadrabad,Shyampur,Shyampur,12.5245,Basalt,7.255397261,2.845481533,0.462408481,0.141856383,105.5923819,32.21894265,522.0340765,18.982932,51.47703435,133.7313591,17.99736221,280.8016498,0.721806144,6.204379565,194.2619206,29.8658,78.1808,Tube Well,10.68,11.5,10.02,9.68
Uttarakhand,Haridwar,Khanpur,Dallawala,Dallawala,12.5245,Basalt,7.255397261,2.098437321,0.50632243,0.170093378,105.5923819,26.26191914,522.0340765,18.73921151,36.9224986,60.24411651,22.94653281,214.9322633,0.689505429,1.74932319,193.7214365,29.5667,78.025,Tube Well,1.27,1.29,0.96,1.33
Uttarakhand,Haridwar,Khanpur,Govardhanpur,Govardhanpur,12.5245,Basalt,7.255397261,3.029768959,0.47510301,0.131731682,105.5923819,33.43601108,522.0340765,28.23399352,27.65178792,121.3687952,8.664092051,233.9879239,0.997598499,6.70183116,255.0441254,29.7097,77.9639,Tube Well,2.18,4.0,3.81,2.17
Uttarakhand,Haridwar,Khanpur,Khanpur,Khanpur,12.5245,Basalt,7.255397261,1.82002475,0.335587283,0.216941747,105.5923819,36.38929765,522.0340765,27.8309913,55.81108783,116.6163571,23.48766328,463.574,0.8833968,2.31519582,259.8844161,29.5967,78.0097,Tube Well,3.62,5.04,4.79,2.78
Uttarakhand,Haridwar,Laksar,Bhikkampur,Bhikkampur,12.5245,Basalt,7.255397261,2.508846453,0.373311042,0.328544938,105.5923819,27.80862824,522.0340765,18.79892608,40.90525624,157.9942259,24.6949598,418.5015489,0.718873881,2.13565235,218.6253635,29.75,78.1417,Tube Well,2.48,4.39,2.23,2.3
Uttarakhand,Haridwar,Laksar,Hussainpur,Hussainpur,12.5245,Basalt,7.255397261,2.85145238,0.573194143,0.350709952,105.5923819,44.20997174,522.0340765,26.88105344,41.32160499,109.9088294,14.3560469,318.3519959,0.738158222,5.536293077,225.3920628,29.7758,77.9969,Dug Well,1.73,3.55,1.76,2.13
Uttarakhand,Nainital,Ramnagar,Belparao,Belparao,12.5245,Basalt,7.255397261,2.609373978,0.376604629,0.302588107,105.5923819,29.18149114,522.0340765,34.31893291,56.89817272,60.3504306,15.66757932,208.4886949,0.783527987,4.458904414,212.0287897,29.3114,79.21,Tube Well,55.39,56.29,57.07,55.2
Uttarakhand,Nainital,Ramnagar,Maldhan Colony,Maldhan Colony,12.5245,Basalt,7.255397261,1.83084181,0.448917362,0.325564569,105.5923819,35.05439282,522.0340765,29.71691156,42.52454891,130.0942915,12.53064028,189.5086834,0.78843151,5.216574611,205.4749375,29.3197,78.9628,Dug Well,2.56,5.5,5.53,2.22
Uttarakhand,Nainital,Ramnagar,Peeru Madara,Peeru Madara,12.5245,Basalt,7.255397261,2.938466804,0.375123453,0.369431626,105.5923819,39.74016886,522.0340765,19.81588856,19.43848572,40.18826212,15.21251184,250.4289862,0.863956233,7.580581101,212.7847807,29.3364,79.0633,Tube Well,23.47,26.21,26.76,23.41
Uttarakhand,Nainital,Ramnagar,Ram Nagar,Ram Nagar,12.5245,Basalt,7.255397261,2.336778459,0.447214959,0.224480039,105.5923819,31.83895787,522.0340765,31.8347138,18.5059323,95.33942391,15.03575813,217.6255827,0.95356265,3.7860655,229.3821463,29.3947,79.1272,Tube Well,5.66,6.12,5.39,5.47
Uttarakhand,Udham Singh Nagar,Bazpur,Badaripur,Badaripur,12.5245,Basalt,7.255397261,2.947221045,0.460732178,0.244815265,105.5923819,36.85932707,522.0340765,33.41576941,13.59906654,159.4119264,22.64456301,376.4142576,0.815508572,7.633038782,189.4958754,29.1414,79.1894,Tube Well,3.99,8.04,8.31,2.3
Uttarakhand,Udham Singh Nagar,Bazpur,Banna Khera,Banna Khera,12.5245,Basalt,7.255397261,2.12344158,0.491939386,0.450205846,105.5923819,25.14995761,522.0340765,33.99770043,58.43833404,124.0992111,8.602034093,302.9227854,0.909584124,6.55646134,241.8693087,29.2633,79.1647,Dug Well,3.32,5.25,4.07,3.53
Uttarakhand,Udham Singh Nagar,Bazpur,Bazpur,Bazpur,12.5245,Basalt,7.255397261,1.992026662,0.377670106,0.451014579,105.5923819,35.09388586,522.0340765,28.42862225,56.88056476,126.061843,19.74289743,257.2765957,0.783795423,2.959332508,246.7419169,29.1675,79.1583,Dug Well,1.45,2.12,1.83,0.68
Uttarakhand,Udham Singh Nagar,Bazpur,Jharkhandi,Jharkhandi,12.5245,Basalt,7.255397261,3.828427706,0.510572786,0.329146212,105.5923819,27.97677446,522.0340765,19.38173023,49.14126106,73.00653364,15.62444685,443.9749928,0.869701315,5.356322774,217.0232728,29.2117,79.2314,Tube Well,1.03,2.14,2.24,0.66
Uttarakhand,Udham Singh Nagar,Bazpur,Jogipura,Jogipura,12.5245,Basalt,7.255397261,1.904575013,0.427087078,0.117251466,105.5923819,31.25686839,522.0340765,17.96589941,57.22512243,162.2062315,20.74276867,210.0074249,0.867204483,7.59688757,224.1878583,29.2286,79.105,Tube Well,4.35,5.98,6.59,7.86
Uttarakhand,Udham Singh Nagar,Bazpur,Pritpur,Pritpur,12.5245,Basalt,7.255397261,2.437159806,0.311422441,0.249162753,105.5923819,33.45768661,522.0340765,26.33353023,32.28640143,83.85981506,15.23648623,316.4828099,0.706819121,3.262661629,245.1817652,29.1992,79.135,Tube Well,3.66,7.13,4.92,2.75
Uttarakhand,Udham Singh Nagar,Gadarpur,Beria Daulat,Beria Daulat,12.5245,Basalt,7.255397261,3.33701799,0.353677088,0.145548008,105.5923819,34.03244694,522.0340765,18.18846487,57.36102495,94.80462356,5.214531933,360.2151186,0.812361243,5.407965511,238.6888393,29.1267,79.2372,Tube Well,2.73,3.8,2.83,0.2
Uttarakhand,Udham Singh Nagar,Gadarpur,Bhagwanpur,Bhagwanpur,12.5245,Basalt,7.255397261,2.066051044,0.44617388,0.172560334,105.5923819,34.63520189,522.0340765,32.9472029,20.49465905,70.1808689,10.59180882,449.2350746,0.841202775,2.655989436,204.0499722,28.9886,79.3464,Tube Well,3.1,12.06,14.0,1.84
Uttarakhand,Udham Singh Nagar,Gadarpur,Jhagarpuri,Jhagarpuri,12.5245,Basalt,7.255397261,2.444638001,0.365456492,0.145117678,105.5923819,30.47010298,522.0340765,27.23433357,46.65960581,55.12651756,15.5728993,278.3442952,0.837922765,9.231539104,216.6065619,29.0586,79.2256,Tube Well,5.32,2.28,5.18,5.38
Uttarakhand,Udham Singh Nagar,Gadarpur,Kopa Signal,Kopa Signal,12.5245,Basalt,7.255397261,2.930673833,0.430093881,0.195998663,105.5923819,35.12977783,522.0340765,28.48697868,23.23249378,136.2423655,19.38740026,321.1732509,0.845808737,8.665478144,205.5894501,29.1153,79.2944,Tube Well,0.1,0.53,0.31,2.64
Uttarakhand,Udham Singh Nagar,Gadarpur,Lalpuri,Lalpuri,12.5245,Basalt,7.255397261,3.839768979,0.367325803,0.233012459,105.5923819,34.61509995,522.0340765,21.03924949,34.62411817,64.08148398,10.8407856,228.3135977,0.904700996,5.826073914,196.3474037,29.0964,79.31,Tube Well,1.55,2.69,2.33,1.54
Uttarakhand,Udham Singh Nagar,Gadarpur,Mahabir Nagar,Mahabir Nagar,12.5245,Basalt,7.255397261,1.690524131,0.567687358,0.217605165,105.5923819,31.61988866,522.0340765,32.71637781,18.70522911,145.2813489,19.63070404,160.9272178,0.845237665,2.173926523,216.0606761,29.0925,79.2931,Tube Well,0.08,2.18,1.6,2.52
Uttarakhand,Udham Singh Nagar,Gadarpur,Pattharpui,Pattharpui,12.5245,Basalt,7.255397261,1.902897205,0.449443673,0.230952344,105.5923819,34.33065701,522.0340765,33.34728954,30.83085174,84.36386569,8.322657545,250.4470233,0.797290771,7.520500613,199.1978068,29.0689,79.2344,Tube Well,3.03,3.49,3.18,2.93
Uttarakhand,Udham Singh Nagar,Kashipur,Barkhare Pande,Barkhare Pande,12.5245,Basalt,7.255397261,2.851927422,0.525000834,0.271123715,105.5923819,35.99697139,522.0340765,31.92184983,25.06311402,151.2542032,16.17108477,440.7443101,0.694506626,5.021962295,241.4704784,29.1528,78.9639,Tube Well,2.33,15.55,12.37,6.07
Uttarakhand,Udham Singh Nagar,Kashipur,Bharatpur,Bharatpur,12.5245,Basalt,7.255397261,3.365496224,0.294844999,0.207076381,105.5923819,36.79777529,522.0340765,33.68866604,51.17883147,59.68192252,23.65714553,423.3682531,0.817910818,1.263754249,219.3361247,29.2583,78.925,Tube Well,8.88,4.88,15.36,2.55
Uttarakhand,Udham Singh Nagar,Kashipur,Durgapur,Durgapur,12.5245,Basalt,7.255397261,2.201740402,0.502171386,0.200297899,105.5923819,40.85699863,522.0340765,28.60929387,53.4497505,56.77845111,6.799646194,240.5643194,0.947037559,1.339935042,185.2938601,29.2975,78.9567,Tube Well,3.47,5.56,5.78,3.11
Uttarakhand,Udham Singh Nagar,Kashipur,Kashipur,Kashipur,12.5245,Basalt,7.255397261,3.366331871,0.498958538,0.302737918,105.5923819,30.77782882,522.0340765,23.61439759,42.2076037,136.9047203,17.67405473,380.6539317,0.98062488,8.764104251,203.7320585,29.2125,78.9633,Dug Well,4.36,7.75,6.81,3.93
Uttarakhand,Udham Singh Nagar,Kashipur,Shand Khera,Shand Khera,12.5245,Basalt,7.255397261,2.878045401,0.3399471,0.238548312,105.5923819,32.89031726,522.0340765,17.58706288,42.70922587,39.21349391,15.05966129,171.0728213,1.011161385,2.358046161,221.9325263,29.1756,79.0136,Tube Well,5.58,11.26,10.77,4.2
Uttarakhand,Udham Singh Nagar,Kashipur,Sultanpur Patti,Sultanpur Patti,12.5245,Basalt,7.255397261,3.24030055,0.501631567,0.182240429,105.5923819,37.13261964,522.0340765,20.30202435,21.25648311,39.6701078,4.249658458,167.8769652,0.938554616,5.553577459,193.2502357,29.1592,79.0583,Tube Well,4.48,7.78,6.9,4.24
Uttarakhand,Udham Singh Nagar,Khatima,Barianjaniya,Barianjaniya,12.5245,Basalt,7.255397261,2.34534124,0.41158526,0.184421366,105.5923819,28.70946908,522.0340765,33.11957226,10.29712441,114.185406,25.17468653,193.0587206,0.886609921,7.471302053,211.4217197,28.8714,79.9225,Tube Well,3.57,4.52,2.34,2.75
Uttarakhand,Udham Singh Nagar,Khatima,Chakarpur,Chakarpur,12.5245,Basalt,7.255397261,3.871240332,0.332034747,0.105162083,105.5923819,30.28665689,522.0340765,19.68869025,40.40934815,120.7185471,11.10858287,194.2525508,0.953998329,1.497518148,231.8149898,28.9714,80.0242,Tube Well,4.07,6.49,4.91,4.47
Uttarakhand,Udham Singh Nagar,Khatima,Khatima,Khatima,12.5245,Basalt,7.255397261,5.240635137,0.357883649,0.15221681,105.5923819,36.08599402,522.0340765,28.77846083,45.23399584,39.42942414,11.29970252,315.4601185,0.907373065,5.337039226,245.4988083,28.9192,79.9661,Dug Well,2.08,2.55,0.88,1.44
Uttarakhand,Udham Singh Nagar,Khatima,Sarasariya,Sarasariya,12.5245,Basalt,7.255397261,2.917719721,0.338971161,0.118076339,105.5923819,37.94761582,522.0340765,25.84009229,10.31540352,123.8787804,6.209743762,423.4662625,0.693014872,1.847535313,224.0016,28.94,79.8783,Tube Well,3.42,6.41,6.1,4.1
Uttarakhand,Udham Singh Nagar,Rudrapur,Bara,Bara,12.5245,Basalt,7.255397261,2.245834563,0.388415597,0.149419834,105.5923819,31.94097879,522.0340765,22.09176504,20.18130939,104.8020793,21.10304693,297.9736678,0.964557031,7.436298142,229.7788709,28.8694,79.6042,Dug Well,1.92,2.15,1.89,3.84
Uttarakhand,Udham Singh Nagar,Rudrapur,Gangapur,Gangapur,12.5245,Basalt,7.255397261,2.432720641,0.517313343,0.195611806,105.5923819,34.57777447,522.0340765,33.6390856,21.61867792,136.480436,18.10353293,429.4015424,0.851840128,2.1208718,231.6609836,28.9836,79.4528,Tube Well,2.78,4.59,4.44,2.26
Uttarakhand,Udham Singh Nagar,Rudrapur,Kamaria Pakki,Kamaria Pakki,12.5245,Basalt,7.255397261,3.915035354,0.491447434,0.299120253,105.5923819,35.26891208,522.0340765,17.78672748,15.52797038,129.6965383,18.88166738,209.60783,0.69709293,6.349448504,225.6435915,28.9144,79.4492,Tube Well,3.07,8.72,10.5,3.48
Uttarakhand,Udham Singh Nagar,Rudrapur,Patthar Chatta,Patthar Chatta,12.5245,Basalt,7.255397261,3.029126174,0.4949504,0.401897895,105.5923819,37.34873941,522.0340765,24.96215488,57.74094778,113.3938257,9.070181659,329.459553,0.774573704,1.113720434,197.731672,29.0306,79.4081,Tube Well,2.25,3.12,2.85,2.16
Uttarakhand,Udham Singh Nagar,Rudrapur,Pipaliya,Pipaliya,12.5245,Basalt,7.255397261,3.136008255,0.385993143,0.258792919,105.5923819,37.02079693,522.0340765,20.29871942,21.47471015,72.53812078,24.27963884,163.1594542,0.983562767,6.188946548,186.3759599,28.8981,79.5406,Tube Well,3.38,6.87,8.26,2.4
Uttarakhand,Udham Singh Nagar,Rudrapur,Rajpura,Rajpura,12.5245,Basalt,7.255397261,4.913496081,0.462989302,0.175496185,105.5923819,37.80780995,522.0340765,18.671706,12.81369174,111.9438276,12.66853397,247.730708,0.6949528,3.881478844,254.204613,28.9486,79.5211,Tube Well,2.25,4.5,4.08,2.17
Uttarakhand,Udham Singh Nagar,Rudrapur,Rudrapur,Rudrapur,12.5245,Basalt,7.255397261,1.885504088,0.465269905,0.25891918,105.5923819,35.20920843,522.0340765,23.55069909,14.88013125,129.7277451,20.46913788,405.1231249,0.876090645,2.716897507,217.5768896,28.9969,79.4022,Tube Well,2.13,6.68,7.58,3.6
Uttarakhand,Udham Singh Nagar,Rudrapur,Shantipuri,Shantipuri,12.5245,Basalt,7.255397261,4.42066556,0.510024718,0.070637059,105.5923819,35.46214778,522.0340765,30.06106889,37.88298084,149.1830695,10.52732964,163.2398349,0.760132657,1.295158611,211.4834113,28.9986,79.5217,Dug Well,1.72,2.13,1.09,1.42
Uttarakhand,Udham Singh Nagar,Sitarganj,Begur Mod,Begur Mod,12.5245,Basalt,7.255397261,3.914049531,0.550564467,0.22462133,105.5923819,28.66441765,522.0340765,22.59595463,35.06370112,53.78530739,22.01042237,348.9543966,0.691924182,4.931532841,234.744219,28.8756,79.6597,Tube Well,3.32,3.81,3.72,2.78
Uttarakhand,Udham Singh Nagar,Sitarganj,Bidora,Bidora,12.5245,Basalt,7.255397261,2.433736057,0.4913382,0.247360604,105.5923819,38.19988215,522.0340765,19.90072573,12.18083416,166.4148378,13.99818594,304.2467905,0.723220985,5.403327878,227.9007122,28.9369,79.7667,Tube Well,1.62,4.38,4.44,1.85
Uttarakhand,Udham Singh Nagar,Sitarganj,Dhyanpur,Dhyanpur,12.5245,Basalt,7.255397261,3.391676327,0.403682315,0.204017668,105.5923819,31.41109974,522.0340765,26.6663034,53.69723885,56.65499124,14.26560389,159.2869258,0.937937661,4.74467043,229.9298371,28.9939,79.7739,Tube Well,1.17,4.67,2.35,0.82
Uttarakhand,Udham Singh Nagar,Sitarganj,Kalyanpur,Kalyanpur,12.5245,Basalt,7.255397261,2.253006316,0.513939452,0.208184965,105.5923819,26.9928668,522.0340765,25.56371882,56.45483887,133.4775493,18.24783003,232.6152301,0.857355185,2.37321939,251.7323925,28.9886,79.6981,Tube Well,2.9,3.11,2.0,1.91
Uttarakhand,Udham Singh Nagar,Sitarganj,Nanak Mata,Nanak Mata,12.5245,Basalt,7.255397261,2.604048706,0.490813894,0.185878698,105.5923819,35.12020814,522.0340765,34.73696522,43.63864815,143.609809,22.2636974,241.9786899,0.751847967,2.22035667,253.2525445,28.9475,79.8131,Dug Well,2.83,3.14,1.9,1.86
Uttarakhand,Udham Singh Nagar,Sitarganj,Sitarganj,Sitarganj,12.5245,Basalt,7.255397261,3.432471231,0.46369459,0.290987935,105.5923819,42.73845185,522.0340765,27.42969982,22.12971689,44.52750071,17.76928151,464.5306129,0.695391075,2.699055012,214.3022744,28.9222,79.7042,Tube Well,1.45,2.89,1.56,0.86
Uttarakhand,Udham Singh Nagar,Sitarganj,Tukri,Tukri,12.5245,Basalt,7.255397261,1.424851471,0.318407888,0.130522556,105.5923819,33.6873463,522.0340765,23.00251993,24.58096034,128.8569592,21.59011022,430.8674946,1.020532616,7.761912515,252.8804681,29.0161,79.7908,Tube Well,2.4,3.6,2.98,1.41
West Bengal,Alipurduar,Alipurduar I,Alipurduar,Alipurduar,12.5245,Basalt,7.255397261,2.078763649,0.321044219,0.128711554,105.5923819,36.93448523,522.0340765,28.37689352,24.03208203,82.66608852,19.6453056,310.0885412,0.917966973,2.861145261,224.2057843,26.4972,89.5241,Dug Well,3.74,1.94,2.28,3.38
West Bengal,Alipurduar,Alipurduar I,Gharagharia,Gharagharia,12.5245,Basalt,7.255397261,1.966997743,0.435867821,0.391019417,105.5923819,30.86619483,522.0340765,22.73916301,24.18875774,52.28906415,18.77019041,334.0032729,0.844471215,7.125269477,208.7905914,26.4668,89.4296,Dug Well,5.08,4.55,2.52,4.02
